,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn,Media
689,4488,1,0.0,1,0,8.0,1,2,1,0,0,0,0,0,2,0,1,0,85.65,3341,0,1674.5
690,4222,1,0.0,1,1,50.0,1,2,1,2,2,2,0,2,2,1,1,2,108.25,8148,0,4099.0
691,5397,0,0.0,1,1,3.0,1,0,1,0,2,0,2,0,0,0,1,2,80.0,1828,0,915.5
692,2924,1,1.0,1,0,71.0,0,1,0,2,2,2,2,0,0,2,0,1,46.35,7073,0,3572.0
693,3009,1,0.0,0,0,37.0,1,2,1,0,2,0,2,2,2,1,1,1,104.5,7334,0,3685.5
694,4017,0,0.0,1,1,40.0,1,0,0,2,2,0,2,0,2,0,1,3,71.35,6685,0,3362.5
695,419,0,0.0,1,1,16.0,1,2,1,2,0,2,2,2,2,0,1,2,112.95,5781,0,2898.5
696,1313,1,1.0,1,0,38.0,1,2,1,0,2,2,0,2,2,0,1,2,102.6,7459,0,3748.5
697,5139,0,0.0,0,1,50.0,1,0,1,0,0,0,0,0,0,2,0,1,70.35,7185,0,3617.5
698,1465,1,0.0,1,0,43.0,1,0,1,2,2,2,0,0,0,0,1,1,86.1,7198,0,3620.5
699,2338,1,0.0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.95,4928,0,2500.0
700,3757,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19,0,10.0
701,3868,0,0.0,1,0,64.0,1,2,0,0,0,2,2,0,0,1,0,0,58.35,7322,0,3693.0
702,1887,0,0.0,0,0,71.0,1,0,0,2,2,2,2,2,0,2,0,1,77.35,8201,0,4136.0
703,4854,1,0.0,0,0,4.0,0,1,0,0,0,0,2,0,0,0,0,2,30.5,1101,0,552.5
704,4991,0,0.0,0,0,37.0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,3689,0,1863.0
705,1162,0,1.0,0,0,71.0,1,2,0,2,2,2,2,2,2,2,0,3,89.85,8483,0,4277.0
706,3809,1,0.0,0,0,5.0,1,2,1,0,2,2,0,2,2,0,0,2,105.3,3019,0,1512.0
707,1458,0,0.0,1,1,55.0,1,2,1,2,0,0,0,2,2,1,0,3,100.9,8162,0,4108.5
708,1635,0,0.0,0,0,21.0,1,0,0,2,2,0,2,2,0,2,0,1,71.05,5292,0,2656.5
709,3063,1,0.0,1,1,56.0,1,2,2,1,1,1,1,1,1,1,1,3,24.45,5145,0,2600.5
710,3092,0,0.0,0,0,70.0,1,2,1,0,2,2,2,0,0,1,1,0,90.25,8520,0,4295.0
711,3548,0,0.0,1,0,71.0,1,2,1,0,2,2,2,2,2,2,0,2,109.25,8840,0,4455.5
712,1211,1,0.0,0,0,33.0,1,2,1,2,0,0,0,0,0,1,0,0,80.1,6487,0,3260.0
713,3232,0,0.0,0,0,8.0,1,0,0,0,0,0,2,0,0,0,0,2,49.4,2509,0,1258.5
714,4729,1,0.0,1,1,61.0,1,0,2,1,1,1,1,1,1,2,0,1,20.55,4890,0,2475.5
715,2502,0,0.0,0,0,9.0,1,0,0,0,0,0,0,0,0,0,1,2,43.75,2500,0,1254.5
716,3040,1,1.0,1,0,30.0,1,2,1,0,0,0,0,0,0,0,0,3,77.9,6253,0,3141.5
717,2552,0,0.0,1,1,40.0,1,2,1,0,2,2,0,2,0,0,1,1,96.35,7410,0,3725.0
718,2735,1,0.0,1,0,2.0,1,2,1,0,0,2,0,2,0,0,1,2,91.45,1426,0,714.0
719,5378,0,0.0,0,0,22.0,1,0,2,1,1,1,1,1,1,1,1,3,19.25,2530,0,1276.0
720,8,0,0.0,1,1,34.0,0,1,0,2,0,2,2,2,2,1,0,3,61.25,5901,0,2967.5
721,4701,0,0.0,0,0,33.0,1,2,0,2,0,0,2,0,0,1,0,2,59.4,5856,0,2944.5
722,4725,0,0.0,1,0,49.0,1,0,2,1,1,1,1,1,1,1,0,1,20.7,4286,0,2167.5
723,1252,0,0.0,0,0,26.0,0,1,0,0,0,2,2,2,0,0,1,1,44.45,4650,0,2338.0
724,2400,1,0.0,1,1,32.0,1,0,1,2,2,0,0,0,2,1,1,2,90.8,6838,0,3435.0
725,4635,1,0.0,0,0,43.0,1,2,2,1,1,1,1,1,1,2,0,0,26.45,4476,0,2259.5
726,77,1,1.0,1,0,7.0,1,0,1,0,0,0,0,2,2,0,1,2,89.0,3181,0,1594.0
727,2306,1,0.0,1,1,69.0,1,2,2,1,1,1,1,1,1,2,0,0,24.45,5568,0,2818.5
728,1966,1,0.0,1,1,72.0,1,2,1,2,2,2,0,2,2,2,1,0,110.3,8887,0,4479.5
729,4267,0,0.0,1,0,45.0,1,0,0,0,0,2,0,0,0,0,1,1,50.25,6124,0,3084.5
730,2249,1,0.0,0,1,48.0,1,2,0,2,0,2,0,2,2,1,1,1,78.75,7280,0,3664.0
731,1600,0,0.0,1,1,69.0,1,2,0,2,0,2,2,0,0,2,1,1,64.15,7596,0,3832.5
732,5137,0,0.0,1,1,53.0,1,0,2,1,1,1,1,1,1,2,0,3,20.9,4563,0,2308.0
733,2687,0,1.0,0,0,3.0,1,0,1,0,0,2,0,0,0,0,0,2,73.85,1567,0,785.0
734,495,1,0.0,1,0,61.0,1,2,0,2,2,2,2,0,2,2,1,0,80.8,7901,0,3981.0
735,2232,1,0.0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,3,45.45,1234,0,618.5
736,1252,0,0.0,0,0,26.0,0,1,0,0,0,2,2,2,0,0,1,1,44.45,4650,0,2338.0
737,1750,1,0.0,0,1,14.0,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1955,0,984.5
738,5151,0,0.0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,44.0,322,0,161.5
739,1103,1,0.0,0,0,46.0,1,0,2,1,1,1,1,1,1,2,0,0,20.05,3983,0,2014.5
740,1288,1,0.0,0,0,46.0,1,2,1,0,2,2,0,2,0,1,1,1,94.9,7678,0,3862.0
741,461,1,0.0,0,1,62.0,1,0,2,1,1,1,1,1,1,2,0,0,20.0,4777,0,2419.5
742,3648,1,0.0,0,0,25.0,1,0,2,1,1,1,1,1,1,1,0,1,19.9,2902,0,1463.5
743,4100,0,0.0,1,1,60.0,1,0,2,1,1,1,1,1,1,2,1,1,19.25,4461,0,2260.5
744,3275,1,0.0,1,1,70.0,1,2,2,1,1,1,1,1,1,2,0,3,25.4,5662,0,2866.0
745,4933,0,0.0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,0,3,49.2,986,0,494.0
746,5337,1,0.0,1,1,9.0,1,2,1,0,2,2,0,2,2,0,1,1,102.6,3974,0,1991.5
747,387,0,0.0,1,0,61.0,1,0,2,1,1,1,1,1,1,2,0,1,20.25,4844,0,2452.5
748,2579,1,0.0,1,1,21.0,1,2,0,2,0,0,0,2,2,1,1,0,75.9,5333,0,2677.0
749,913,1,0.0,0,0,42.0,1,0,2,1,1,1,1,1,1,1,0,0,19.8,3854,0,1948.0
750,24,0,0.0,0,0,67.0,1,0,2,1,1,1,1,1,1,1,0,2,20.55,4968,0,2517.5
751,2424,0,0.0,1,1,7.0,1,0,0,2,2,2,2,2,0,0,1,2,75.7,3040,0,1523.5
752,3568,0,0.0,1,0,62.0,1,0,1,2,0,2,2,2,2,1,1,2,104.3,8593,0,4327.5
753,5425,1,1.0,1,0,59.0,0,1,0,0,2,0,0,2,2,0,1,2,50.25,6804,0,3431.5
754,1122,0,0.0,1,1,72.0,1,2,0,0,2,0,2,2,2,2,1,2,78.95,8272,0,4172.0
755,5580,0,0.0,0,0,28.0,1,0,0,0,2,0,2,0,0,0,0,0,54.65,5279,0,2653.5
756,214,1,0.0,1,0,36.0,1,2,1,0,0,0,0,2,2,0,1,2,95.4,7153,0,3594.5
757,4821,1,0.0,0,0,69.0,0,1,0,2,2,0,2,2,2,2,1,0,60.05,7559,0,3814.0
758,1978,0,0.0,0,0,27.0,1,2,1,0,0,0,0,2,2,0,1,0,95.6,6477,0,3252.0
759,3705,1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.4,34,0,17.5
760,1997,0,0.0,0,1,19.0,1,0,0,2,2,2,0,0,0,0,1,2,60.6,4874,0,2446.5
761,4659,0,0.0,1,0,70.0,1,0,2,1,1,1,1,1,1,2,0,1,19.85,4939,0,2504.5
762,3253,0,0.0,1,1,70.0,1,0,0,0,2,2,2,2,2,2,1,0,80.4,8266,0,4168.0
763,3800,1,0.0,0,0,44.0,1,0,2,1,1,1,1,1,1,2,0,3,20.05,3839,0,1941.5
764,1969,1,0.0,0,0,18.0,1,0,1,0,0,0,2,0,0,0,1,0,75.9,5018,0,2518.0
765,4490,1,0.0,1,0,42.0,1,2,0,2,0,0,0,0,0,1,0,1,56.1,6286,0,3164.0
766,1500,0,0.0,1,1,64.0,1,2,1,2,2,0,2,2,2,2,0,0,110.3,8697,0,4380.5
767,5521,0,0.0,1,0,35.0,1,0,0,0,2,0,2,0,0,0,0,2,56.85,5757,0,2896.0
768,4159,0,0.0,1,0,53.0,1,2,1,0,2,2,2,2,2,1,1,0,111.8,8302,0,4177.5
769,566,0,0.0,1,0,17.0,0,1,0,0,2,2,0,0,0,0,1,1,35.65,3294,0,1655.5
770,2529,1,0.0,0,0,33.0,1,0,1,2,0,0,2,2,0,2,1,2,88.95,6841,0,3437.0
771,5316,0,0.0,0,0,35.0,1,0,2,1,1,1,1,1,1,1,0,3,20.75,3465,0,1750.0
772,4184,1,0.0,1,1,37.0,1,2,1,0,2,2,0,2,0,0,1,2,92.95,7112,0,3574.5
773,488,1,0.0,1,1,6.0,1,0,2,1,1,1,1,1,1,1,0,3,19.45,1067,0,536.5
774,2597,0,0.0,0,0,11.0,0,1,0,0,0,0,0,2,0,0,1,3,35.8,2338,0,1174.5
775,4530,0,1.0,0,1,33.0,1,2,1,0,2,2,0,2,2,0,1,0,105.35,7146,0,3589.5
776,1549,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,12,0,6.5
777,4491,0,0.0,0,0,66.0,1,2,2,1,1,1,1,1,1,2,1,1,25.15,5517,0,2791.5
778,234,0,0.0,1,0,47.0,1,2,1,0,0,2,0,2,2,0,1,2,100.5,7819,0,3933.0
779,366,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,1,3,20.25,28,0,14.5
780,1197,0,0.0,0,0,24.0,1,0,0,0,0,2,0,0,0,0,1,1,49.3,4740,0,2382.0
781,1572,0,0.0,1,1,11.0,1,0,2,1,1,1,1,1,1,1,0,3,20.6,1789,0,900.0
782,1254,1,0.0,1,0,67.0,1,0,1,2,2,2,2,2,2,2,1,2,111.05,8769,0,4418.0
783,1794,0,0.0,1,1,71.0,1,2,2,1,1,1,1,1,1,2,0,0,25.45,5699,0,2885.0
784,2642,1,0.0,1,1,34.0,1,0,2,1,1,1,1,1,1,0,0,3,20.8,3265,0,1649.5
785,4729,1,0.0,1,1,61.0,1,0,2,1,1,1,1,1,1,2,0,1,20.55,4890,0,2475.5
786,3301,0,1.0,1,0,67.0,1,2,1,2,2,0,0,2,2,1,1,2,105.6,8729,0,4398.0
787,2122,0,0.0,1,1,72.0,1,0,1,2,2,2,2,2,2,2,1,1,109.5,8868,0,4470.0
788,1505,0,0.0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,1,3,19.95,4039,0,2042.5
789,4094,1,1.0,0,0,24.0,1,2,1,0,2,0,0,0,0,0,1,2,80.5,6009,0,3016.5
790,944,1,0.0,1,0,1.0,1,0,1,0,0,2,0,0,0,0,0,1,75.35,701,0,351.0
791,3623,0,0.0,0,0,5.0,1,2,1,0,0,2,2,0,0,0,1,2,82.75,2563,0,1284.0
792,841,0,0.0,1,0,42.0,1,0,2,1,1,1,1,1,1,0,0,1,20.35,3916,0,1979.0
793,634,0,0.0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.55,5200,0,2636.0
794,4859,1,0.0,1,1,29.0,1,0,2,1,1,1,1,1,1,0,1,3,20.65,3324,0,1676.5
795,3171,0,0.0,1,0,41.0,1,0,1,0,2,2,2,0,0,1,1,0,86.2,7066,0,3553.5
796,3515,0,0.0,1,1,70.0,1,2,0,2,0,0,2,2,2,2,1,0,80.6,8167,0,4118.5
797,3645,0,0.0,1,0,23.0,1,0,0,0,0,2,2,0,0,0,0,2,54.25,4726,0,2374.5
798,3457,1,0.0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,1,1,45.8,2635,0,1322.5
799,5071,0,0.0,0,0,51.0,0,1,0,0,2,2,0,2,2,1,1,1,56.4,6748,0,3399.5
800,1051,1,1.0,0,0,18.0,1,2,0,2,2,0,0,0,0,0,1,1,58.4,4136,0,2077.0
801,1668,1,0.0,1,1,14.0,1,2,0,2,2,0,0,0,2,0,0,3,69.2,4087,0,2050.5
802,4259,0,0.0,1,1,62.0,0,1,0,2,2,0,2,2,0,2,0,0,48.7,6818,0,3440.0
803,4243,1,0.0,1,1,71.0,1,2,0,2,2,2,2,2,2,2,1,3,91.25,8584,0,4327.5
804,1372,1,0.0,1,0,72.0,1,0,2,1,1,1,1,1,1,2,0,0,20.7,5237,0,2654.5
805,1875,1,0.0,0,0,29.0,0,1,0,0,0,0,0,0,0,1,1,3,24.85,3696,0,1862.5
806,2719,0,1.0,0,0,49.0,1,0,1,0,2,2,0,0,2,1,1,0,89.85,7614,0,3831.5
807,1747,1,1.0,1,0,21.0,1,0,0,2,2,0,0,0,2,0,1,0,64.95,4961,0,2491.0
808,5580,0,0.0,0,0,28.0,1,0,0,0,2,0,2,0,0,0,0,0,54.65,5279,0,2653.5
809,5155,1,0.0,1,1,47.0,1,2,0,2,2,2,2,2,2,2,1,3,90.5,7636,0,3841.5
810,505,1,0.0,0,0,3.0,1,0,0,2,0,0,0,0,0,0,1,3,50.15,1359,0,681.0
811,3342,1,0.0,0,0,3.0,0,1,0,0,0,0,2,0,0,0,1,2,29.75,944,0,473.5
812,1240,0,0.0,0,0,29.0,1,0,0,2,0,2,2,0,0,1,0,1,58.0,5592,0,2810.5
813,1292,1,0.0,1,1,50.0,1,2,0,0,0,2,2,2,0,1,1,2,69.65,7129,0,3589.5
814,846,1,0.0,1,1,19.0,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2266,0,1142.5
815,2044,0,0.0,0,0,49.0,1,2,1,0,0,0,0,0,2,0,1,2,84.5,7406,0,3727.5
816,1974,0,0.0,1,0,24.0,1,0,2,1,1,1,1,1,1,1,0,1,20.4,2810,0,1417.0
817,589,1,0.0,1,1,72.0,1,0,1,2,2,0,2,2,2,2,0,0,105.5,8824,0,4448.0
818,1292,1,0.0,1,1,50.0,1,2,0,0,0,2,2,2,0,1,1,2,69.65,7129,0,3589.5
819,2165,0,0.0,0,1,26.0,1,2,0,0,0,0,0,0,0,0,1,3,49.5,4809,0,2417.5
820,3927,0,0.0,1,0,55.0,1,0,2,1,1,1,1,1,1,1,0,2,19.7,4552,0,2303.5
821,818,1,0.0,1,1,45.0,1,2,0,2,2,0,2,2,0,2,0,1,73.85,7090,0,3567.5
822,1496,1,0.0,0,0,21.0,0,1,0,0,2,0,2,0,0,0,1,3,36.0,3678,0,1849.5
823,5398,1,0.0,1,0,9.0,1,2,0,0,2,2,0,0,2,0,1,1,69.05,3321,0,1665.0
824,3397,0,0.0,1,0,16.0,1,0,2,1,1,1,1,1,1,0,0,3,19.6,2137,0,1076.5
825,1272,0,0.0,1,1,41.0,1,0,1,0,0,2,0,2,2,0,1,0,94.9,7369,0,3705.0
826,1873,1,0.0,1,1,60.0,1,2,1,0,2,0,2,2,2,0,1,0,103.75,8371,0,4215.5
827,2274,1,0.0,0,0,51.0,0,1,0,2,0,0,2,0,2,0,1,1,44.45,6080,0,3065.5
828,1581,0,1.0,1,0,38.0,1,0,1,2,0,0,0,0,2,0,1,2,83.45,6939,0,3488.5
829,602,0,0.0,1,1,1.0,1,0,2,1,1,1,1,1,1,2,0,3,20.35,33,0,17.0
830,5003,1,0.0,1,0,15.0,1,0,2,1,1,1,1,1,1,0,1,1,19.45,2246,0,1130.5
831,2975,1,1.0,1,1,28.0,1,2,0,0,0,0,0,0,0,1,1,2,51.0,5035,0,2531.5
832,5384,1,0.0,1,1,68.0,1,0,1,2,2,2,0,2,2,2,1,1,103.25,8720,0,4394.0
833,698,1,1.0,0,0,70.0,0,1,0,0,2,2,0,2,0,1,1,1,44.05,6819,0,3444.5
834,1285,1,1.0,1,0,65.0,1,2,1,0,2,2,0,2,2,0,1,2,104.35,8580,0,4322.5
835,3817,1,0.0,1,0,61.0,1,2,0,0,2,2,0,2,2,2,0,0,80.9,7950,0,4005.5
836,5332,1,0.0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,0,19.9,4990,0,2529.5
837,4367,0,0.0,1,1,39.0,1,0,1,0,0,2,2,0,0,0,1,0,81.5,6909,0,3474.0
838,5315,1,0.0,0,0,54.0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,4572,0,2313.0
839,2825,0,0.0,0,0,24.0,1,0,0,2,0,0,2,0,0,0,0,1,56.35,5033,0,2528.5
840,3744,0,0.0,0,0,23.0,1,0,1,0,2,2,2,0,0,0,0,0,83.2,5947,0,2985.0
841,737,1,0.0,1,0,50.0,1,2,1,0,2,0,0,2,2,1,1,2,98.25,7897,0,3973.5
842,457,0,0.0,0,0,7.0,1,2,1,0,0,0,0,0,0,0,1,2,75.35,3065,0,1536.0
843,4514,0,0.0,0,0,55.0,1,2,1,2,0,2,0,0,0,1,1,1,84.25,7766,0,3910.5
844,3150,0,0.0,0,0,58.0,1,0,0,2,2,2,2,0,0,2,1,1,64.9,7347,0,3702.5
845,4016,0,1.0,0,0,72.0,1,2,1,0,2,2,2,2,2,2,1,0,108.1,8856,0,4464.0
846,3817,1,0.0,1,0,61.0,1,2,0,0,2,2,0,2,2,2,0,0,80.9,7950,0,4005.5
847,248,1,0.0,0,1,52.0,1,2,2,1,1,1,1,1,1,2,0,1,25.6,4949,0,2500.5
848,3818,0,0.0,1,1,58.0,0,1,0,2,0,2,2,2,2,2,0,3,59.75,7247,0,3652.5
849,663,1,0.0,0,0,45.0,1,2,1,2,0,2,2,2,2,0,1,1,108.45,7962,0,4003.5
850,1709,1,1.0,1,0,72.0,1,2,0,2,2,2,0,2,2,2,0,1,84.45,8343,0,4207.5
851,747,1,0.0,0,0,16.0,1,2,1,0,2,0,0,0,0,0,1,3,80.55,4773,0,2394.5
852,1677,0,0.0,1,1,23.0,1,0,2,1,1,1,1,1,1,2,0,0,20.4,2795,0,1409.0
853,3689,1,0.0,1,1,51.0,1,2,2,1,1,1,1,1,1,1,1,3,23.95,4714,0,2382.5
854,2540,1,0.0,1,0,34.0,1,2,1,0,2,0,0,0,2,0,0,3,88.85,6805,0,3419.5
855,1505,0,0.0,1,1,46.0,1,0,2,1,1,1,1,1,1,2,1,3,19.95,4039,0,2042.5
856,2049,1,0.0,0,0,2.0,1,0,1,0,0,0,0,0,0,0,0,3,70.7,1157,0,579.5
857,1362,1,0.0,1,0,70.0,1,0,1,2,2,2,2,0,2,2,0,1,101.0,8725,0,4397.5
858,5112,1,0.0,1,1,64.0,1,0,2,1,1,1,1,1,1,2,1,0,19.7,4832,0,2448.0
859,3267,0,0.0,0,0,18.0,1,0,0,0,0,2,0,0,0,0,1,3,50.0,3962,0,1990.0
860,744,0,0.0,0,0,30.0,1,0,0,2,0,0,0,0,0,0,1,3,48.8,5312,0,2671.0
861,4124,0,0.0,0,0,4.0,1,2,0,0,0,0,0,0,0,0,0,2,50.7,1664,0,834.0
862,1903,1,0.0,0,1,16.0,1,2,0,2,2,0,0,0,2,0,1,2,69.1,4421,0,2218.5
863,4884,1,0.0,0,0,37.0,0,1,0,0,0,0,0,2,0,2,0,1,35.8,4917,0,2477.0
864,1278,1,0.0,0,0,62.0,1,0,0,0,2,2,2,2,2,0,1,0,80.4,7971,0,4016.5
865,1702,0,0.0,1,0,65.0,1,2,1,0,2,2,2,2,2,2,1,0,107.65,8724,0,4394.5
866,2324,1,0.0,1,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,254,0,128.0
867,3260,1,0.0,1,1,29.0,1,0,0,2,0,0,0,0,2,0,1,3,60.2,5716,0,2872.5
868,2816,1,0.0,0,0,64.0,1,2,1,0,0,2,2,2,2,1,1,1,104.65,8668,0,4366.0
869,1245,1,0.0,1,1,23.0,1,0,1,0,2,2,2,0,0,1,0,3,86.8,5844,0,2933.5
870,1727,0,1.0,1,1,72.0,1,2,0,2,2,2,2,2,2,2,1,1,88.05,8535,0,4303.5
871,2212,0,0.0,0,0,56.0,1,2,1,2,2,0,0,2,2,0,1,1,106.6,8338,0,4197.0
872,2871,0,0.0,1,1,11.0,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1602,0,806.5
873,3332,1,0.0,0,0,53.0,0,1,0,0,0,2,2,2,2,1,0,1,54.9,6854,0,3453.5
874,4229,0,0.0,0,1,48.0,1,0,2,1,1,1,1,1,1,1,0,3,19.95,4068,0,2058.0
875,4775,1,0.0,0,0,35.0,1,2,1,2,2,2,2,0,0,0,1,3,96.75,7107,0,3571.0
876,711,1,1.0,0,0,42.0,1,2,1,0,2,0,0,0,0,0,1,0,79.35,7068,0,3555.0
877,727,1,0.0,1,1,18.0,0,1,0,0,2,2,0,2,0,1,0,1,46.4,3752,0,1885.0
878,3264,0,0.0,1,1,21.0,1,0,0,0,2,0,0,2,0,1,1,1,58.85,4710,0,2365.5
879,698,1,1.0,0,0,70.0,0,1,0,0,2,2,0,2,0,1,1,1,44.05,6819,0,3444.5
880,2859,0,0.0,0,0,16.0,1,0,1,0,2,0,0,0,0,0,0,0,75.1,4704,0,2360.0
881,70,0,0.0,0,0,72.0,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8943,0,4507.5
882,1506,1,0.0,1,0,71.0,1,2,1,2,0,2,2,2,2,2,1,1,108.55,8826,0,4448.5
883,3371,0,0.0,1,1,67.0,1,2,0,0,0,2,2,0,2,2,1,0,69.9,7775,0,3921.0
884,5427,0,1.0,1,0,43.0,1,2,1,2,2,0,0,2,0,0,1,2,94.5,7548,0,3795.5
885,1972,1,0.0,0,0,10.0,1,0,1,2,0,2,0,2,2,1,1,2,98.9,4370,0,2190.0
886,3654,1,0.0,1,1,8.0,1,0,0,2,0,0,0,0,0,0,1,1,51.3,2524,0,1266.0
887,4271,1,0.0,0,0,54.0,1,2,0,2,0,2,2,2,2,2,0,0,87.1,7830,0,3942.0
888,1269,0,0.0,1,1,43.0,1,0,0,2,0,2,0,2,2,2,0,0,75.2,7018,0,3530.5
889,2138,1,0.0,0,0,19.0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,2318,0,1168.5
890,2851,1,0.0,0,0,31.0,1,2,0,0,2,0,2,2,0,0,1,2,71.05,6066,0,3048.5
891,893,0,0.0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,70.25,618,0,309.5
892,2090,0,0.0,1,1,58.0,1,0,2,1,1,1,1,1,1,2,0,1,19.55,4409,0,2233.5
893,4173,1,0.0,0,1,39.0,1,2,2,1,1,1,1,1,1,1,0,0,25.45,4116,0,2077.5
894,2731,0,0.0,1,0,26.0,1,0,0,0,2,2,0,2,2,2,1,1,73.5,5806,0,2916.0
895,3156,0,0.0,0,0,20.0,1,2,1,2,0,0,0,2,0,0,1,0,89.1,5778,0,2899.0
896,1984,0,0.0,1,0,71.0,1,2,2,1,1,1,1,1,1,2,1,1,24.45,5512,0,2791.5
897,2324,1,0.0,1,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,254,0,128.0
898,451,0,0.0,0,0,20.0,1,0,1,2,0,2,0,2,0,0,1,0,89.4,5768,0,2894.0
899,175,0,0.0,1,0,55.0,1,2,0,2,2,0,2,0,0,1,1,1,66.05,7145,0,3600.0
900,2933,1,0.0,1,1,45.0,1,0,2,1,1,1,1,1,1,2,0,3,20.35,4047,0,2046.0
901,3814,1,0.0,0,0,19.0,1,0,2,1,1,1,1,1,1,1,1,1,19.7,2429,0,1224.0
902,3249,0,0.0,0,1,3.0,1,0,2,1,1,1,1,1,1,1,1,1,20.55,497,0,250.0
903,3905,1,0.0,1,1,19.0,1,0,0,2,0,0,0,0,0,1,1,0,48.95,4106,0,2062.5
904,720,1,0.0,1,0,70.0,1,2,1,2,2,2,0,2,0,2,1,1,99.35,8680,0,4375.0
905,4745,1,0.0,0,0,22.0,1,0,0,2,0,0,2,0,0,0,0,3,55.1,4784,0,2403.0
906,744,0,0.0,0,0,30.0,1,0,0,2,0,0,0,0,0,0,1,3,48.8,5312,0,2671.0
907,2934,1,0.0,0,0,54.0,1,2,1,0,2,0,0,0,0,0,1,0,79.85,7631,0,3842.5
908,71,0,0.0,1,0,19.0,1,2,1,0,0,0,0,2,0,0,1,2,86.85,5360,0,2689.5
909,3234,1,0.0,1,0,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.3,4889,0,2480.5
910,1426,0,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,0,19.9,19,0,10.0
911,475,1,0.0,1,0,59.0,1,2,0,2,0,0,2,0,2,1,1,3,69.1,7505,0,3782.0
912,658,1,0.0,0,0,3.0,1,0,1,2,0,0,0,0,2,0,1,3,86.05,1852,0,927.5
913,1760,1,0.0,1,0,67.0,1,2,0,2,2,2,2,0,0,2,0,1,70.9,7802,0,3934.5
914,5174,0,0.0,1,1,52.0,1,0,2,1,1,1,1,1,1,2,0,0,20.1,4404,0,2228.0
915,3845,1,0.0,1,1,69.0,1,2,1,0,2,2,0,2,2,2,1,2,105.0,8764,0,4416.5
916,1585,0,0.0,0,0,8.0,1,0,2,1,1,1,1,1,1,1,1,0,20.2,1230,0,619.0
917,3443,1,1.0,1,0,41.0,0,1,0,0,2,2,0,2,2,0,1,2,53.95,6119,0,3080.0
918,1697,1,0.0,0,0,18.0,1,2,1,0,0,0,0,0,0,0,0,3,74.15,5043,0,2530.5
919,1361,1,0.0,1,1,25.0,1,2,0,0,0,0,2,0,0,1,1,3,55.1,5206,0,2615.5
920,4421,1,0.0,0,0,72.0,1,2,0,2,2,2,2,2,2,2,0,1,88.55,8508,0,4290.0
921,1743,1,0.0,1,1,35.0,1,2,1,0,2,2,2,2,2,0,1,2,109.95,7337,0,3686.0
922,1595,0,0.0,0,1,18.0,1,2,0,2,0,0,0,0,2,0,0,2,64.8,4608,0,2313.0
923,3908,0,0.0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,3,20.55,194,0,98.0
924,3883,1,0.0,0,0,12.0,1,0,0,0,2,0,2,0,0,0,1,3,53.75,3305,0,1658.5
925,3734,1,0.0,0,0,24.0,1,0,0,2,2,0,2,0,0,0,0,0,60.45,5156,0,2590.0
926,2695,0,0.0,1,0,71.0,0,1,0,2,2,2,2,0,0,2,1,0,47.6,7097,0,3584.0
927,3995,1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,23,0,12.0
928,1075,1,0.0,1,1,37.0,1,0,0,2,0,2,2,0,0,1,1,3,58.75,6104,0,3070.5
929,3512,0,0.0,0,0,23.0,0,1,0,0,0,0,0,2,2,0,1,2,44.95,4212,0,2117.5
930,63,0,0.0,1,0,2.0,1,0,1,2,2,0,0,2,0,0,0,2,90.35,1534,0,768.0
931,1703,0,0.0,0,0,41.0,1,0,2,1,1,1,1,1,1,2,0,3,20.0,3747,0,1894.0
932,4901,1,0.0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,23,0,12.0
